Réseau;Station;Trafic;Correspondance_1;stop_name;coord;stop_lat;stop_lon
Métro;GARE DE LYON;36352115;1;GARE DE LYON;48.8439780622, 2.37318938238;48.843978062245924;2.3731893823763586
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8703247486, 2.64106408121;48.87032474855916;2.641064081206506
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8692908999, 2.64118063537;48.869290899856864;2.6411806353748197
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.9197665885, 2.2983355128;48.91976658851471;2.298335512800356
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8692908999, 2.64118063537;48.869290899856864;2.6411806353748197
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.7679970395, 2.4790021564;48.76799703948805;2.4790021563991003
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8681389792, 2.36278443057;48.868138979203536;2.3627844305669687
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.9075978813, 2.42677230641;48.90759788133575;2.4267723064132727
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.767907013, 2.47912428263;48.76790701299739;2.4791242826308806
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8692908999, 2.64118063537;48.869290899856864;2.6411806353748197
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8703247486, 2.64106408121;48.87032474855916;2.641064081206506
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.9075978813, 2.42677230641;48.90759788133575;2.4267723064132727
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8680398615, 2.3639559689;48.868039861543714;2.363955968897187
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.866682719, 2.36418685676;48.866682718988855;2.3641868567643844
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.782588478, 2.23418860092;48.78258847798476;2.2341886009188943
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8680398615, 2.3639559689;48.868039861543714;2.363955968897187
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.9075978813, 2.42677230641;48.90759788133575;2.4267723064132727
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.9193709556, 2.29770852614;48.91937095562706;2.2977085261377264
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8671409025, 2.36493635261;48.86714090245713;2.364936352609631
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8680398615, 2.3639559689;48.868039861543714;2.363955968897187
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.782246912, 2.23416207743;48.782246911987706;2.2341620774303825
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.866682719, 2.36418685676;48.866682718988855;2.3641868567643844
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8680398615, 2.3639559689;48.868039861543714;2.363955968897187
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8681661782, 2.36165372339;48.86816617819017;2.3616537233948978
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.866682719, 2.36418685676;48.866682718988855;2.3641868567643844
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8451964328, 2.54947754589;48.84519643284332;2.5494775458929206
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.84513386, 2.54928664995;48.84513386004733;2.5492866499490487
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8282305904, 2.54277877557;48.82823059039917;2.5427787755681814
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8451964328, 2.54947754589;48.84519643284332;2.5494775458929206
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.84513386, 2.54928664995;48.84513386004733;2.5492866499490487
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8451964328, 2.54947754589;48.84519643284332;2.5494775458929206
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8451964328, 2.54947754589;48.84519643284332;2.5494775458929206
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8209551844, 2.28599660575;48.820955184365424;2.2859966057465755
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8680398615, 2.3639559689;48.868039861543714;2.363955968897187
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8451964328, 2.54947754589;48.84519643284332;2.5494775458929206
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8671409025, 2.36493635261;48.86714090245713;2.364936352609631
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.9075978813, 2.42677230641;48.90759788133575;2.4267723064132727
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.84513386, 2.54928664995;48.84513386004733;2.5492866499490487
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.9075978813, 2.42677230641;48.90759788133575;2.4267723064132727
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8148460011, 2.46769839062;48.81484600114718;2.467698390615643
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8680398615, 2.3639559689;48.868039861543714;2.363955968897187
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.866682719, 2.36418685676;48.866682718988855;2.3641868567643844
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.9661365544, 2.3815864044;48.966136554391404;2.3815864043952435
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8148006742, 2.46805211465;48.81480067417761;2.4680521146487706
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8451964328, 2.54947754589;48.84519643284332;2.5494775458929206
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.84513386, 2.54928664995;48.84513386004733;2.5492866499490487
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.84513386, 2.54928664995;48.84513386004733;2.5492866499490487
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8209189029, 2.28523444015;48.82091890294546;2.285234440151342
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.8680398615, 2.3639559689;48.868039861543714;2.363955968897187
Métro;REPUBLIQUE;18340798;3;REPUBLIQUE;48.9662353259, 2.38180487231;48.966235325858364;2.3818048723113914
